Transaction_ID,Transaction_Date,Warehouse_Name,City,Product_Category,Product_Name,Supplier_Name,Batch_Number,Inventory_Type,Quantity_Received,Quantity_Dispatched,Damaged_Units,Missing_Units,Unit_Cost_GBP,Selling_Price_GBP,Storage_Section,Employee_Handling,Dispatch_Status,Delivery_Days,Temperature_Controlled,Stock_Audit_Status,Customer_Returns
TXN104458,29-09-2025,Glasgow Warehouse,Newcastle,Pharma,Paracetamol,Tesco Supply Ltd,BATCH-5653,Inbound,676,575,24,0,784.62,997.93,A2,Charlie Davies,Delayed,7,Yes,Passed,10
TXN104459,12-11-2025,Liverpool Logistics,Leeds,Fashion,Sneakers,Northern Supply Chain,BATCH-2293,Inbound,178,78,4,12,1049.06,1342.6,D2,Charlie Davies,On Time,2,No,Passed,0
TXN104460,14-06-2025,Birmingham Distribution,Bristol,Fashion,Handbag,Sainsbury Logistics,BATCH-5410,Inbound,851,446,15,17,967.87,1177.46,D2,Charlie Davies,On Time,1,Yes,Passed,12
TXN104461,17-03-2026,Manchester Storage,Glasgow,Electronics,Monitor,Prime Wholesale UK,BATCH-4634,Inbound,773,87,40,9,60.34,107.42,A1,Emily Harris,Slightly Delayed,4,No,Failed,13
TXN104462,11-02-2025,Glasgow Warehouse,London,Pharma,Vitamin Tablets,Northern Supply Chain,BATCH-6074,Outbound,335,286,14,9,651.71,1127.35,B2,Noah Wilson,On Time,2,No,Failed,22
TXN104463,04-11-2025,Bristol Supply Hub,Leeds,Home Appliances,Microwave,Northern Supply Chain,BATCH-9646,Outbound,467,321,9,8,20.32,25.56,A1,Charlie Davies,Slightly Delayed,6,Yes,Passed,4
TXN104464,25-04-2025,Birmingham Distribution,Birmingham,Home Appliances,Vacuum Cleaner,London Trade Corp,BATCH-6422,Outbound,358,283,30,9,765.04,1318.24,A2,Harry Johnson,On Time,3,No,Passed,22
TXN104465,02-11-2025,Manchester Storage,Manchester,Electronics,Monitor,Sainsbury Logistics,BATCH-1575,Inbound,584,299,3,0,912.92,1007.21,A2,Harry Johnson,Delayed,8,No,Passed,21
TXN104466,24-03-2026,London Central Hub,Liverpool,Grocery,Cereal,Prime Wholesale UK,BATCH-1157,Outbound,241,196,3,11,448.62,616.34,A1,Jack Taylor,On Time,2,Yes,Passed,5
TXN104467,10-12-2025,Newcastle Depot,Glasgow,Electronics,Laptop,Sainsbury Logistics,BATCH-6950,Outbound,923,912,21,13,84.45,102.42,D2,Oliver Smith,Delayed,10,No,Passed,17
TXN104468,20-02-2025,Manchester Storage,Birmingham,Home Appliances,Vacuum Cleaner,Tesco Supply Ltd,BATCH-7663,Outbound,422,338,37,9,330.25,392.79,C2,Oliver Smith,Slightly Delayed,6,Yes,Failed,15
TXN104469,16-08-2025,Liverpool Logistics,Leeds,Electronics,Laptop,Britannia Pharma,BATCH-2969,Outbound,681,329,13,0,443.96,782.41,A2,Noah Wilson,Slightly Delayed,5,No,Passed,25
TXN104470,06-05-2026,Birmingham Distribution,Newcastle,Electronics,Tablet,Tesco Supply Ltd,BATCH-2681,Outbound,789,334,2,6,513.29,910.33,D1,Oliver Smith,On Time,2,Yes,Passed,21
TXN104471,24-08-2025,Glasgow Warehouse,Glasgow,Pharma,Paracetamol,Sainsbury Logistics,BATCH-2545,Inbound,184,123,15,10,924.39,1372.03,A1,Amelia Clark,Delayed,9,Yes,Passed,25
TXN104472,28-04-2025,Birmingham Distribution,Glasgow,Home Appliances,Mixer,Tesco Supply Ltd,BATCH-9972,Inbound,483,327,27,15,1075.5,1583.32,C1,Oliver Smith,On Time,3,Yes,Passed,2
TXN104473,17-02-2025,Bristol Supply Hub,London,Fashion,Jacket,UK Retail Goods,BATCH-3318,Outbound,367,249,25,9,55.22,70.37,A2,George Brown,Delayed,9,No,Passed,8
TXN104474,10-08-2025,Birmingham Distribution,Newcastle,Grocery,Cooking Oil,UK Retail Goods,BATCH-5165,Outbound,510,177,36,11,506.56,739.88,A1,Emily Harris,Delayed,10,Yes,Failed,9
TXN104475,27-09-2025,Birmingham Distribution,London,Fashion,Jeans,London Trade Corp,BATCH-6473,Inbound,389,338,38,18,593.14,867.31,D1,Emily Harris,Delayed,7,Yes,Passed,16
TXN104476,28-03-2026,Manchester Storage,Bristol,Grocery,Cooking Oil,Sainsbury Logistics,BATCH-8866,Outbound,447,24,33,7,1195.97,2115.83,A1,George Brown,Slightly Delayed,4,No,Passed,8
TXN104477,10-04-2026,Manchester Storage,Birmingham,Home Appliances,Vacuum Cleaner,UK Retail Goods,BATCH-2017,Outbound,601,210,15,3,947.97,1095.35,C2,Charlie Davies,Delayed,10,Yes,Passed,6
TXN104478,05-10-2025,Bristol Supply Hub,Newcastle,Pharma,Paracetamol,ASDA Distribution,BATCH-5668,Outbound,509,473,19,18,455.94,595.71,A2,Jack Taylor,Delayed,7,Yes,Passed,21
TXN104479,30-01-2026,Liverpool Logistics,Leeds,Home Appliances,Microwave,Prime Wholesale UK,BATCH-8377,Inbound,143,104,26,3,780.76,1126.38,B2,Harry Johnson,Slightly Delayed,5,Yes,Passed,7
TXN104480,30-09-2025,Bristol Supply Hub,Newcastle,Grocery,Tea Bags,ASDA Distribution,BATCH-2533,Outbound,151,92,13,9,773.02,1082.81,B2,Charlie Davies,Slightly Delayed,5,No,Passed,7
TXN104481,27-03-2025,Newcastle Depot,London,Electronics,Tablet,London Trade Corp,BATCH-1623,Inbound,263,85,4,12,18.61,31.63,C1,George Brown,Delayed,7,No,Passed,10
TXN104482,13-02-2026,Liverpool Logistics,Bristol,Pharma,Vitamin Tablets,UK Retail Goods,BATCH-3792,Outbound,464,140,23,8,69.66,117.48,B2,Jack Taylor,Delayed,8,No,Passed,14
TXN104483,09-10-2025,London Central Hub,Leeds,Electronics,Smartphone,Northern Supply Chain,BATCH-2304,Outbound,646,454,26,18,723.98,1216.71,A2,Emily Harris,Delayed,10,Yes,Passed,6
TXN104484,04-05-2025,London Central Hub,Bristol,Grocery,Tea Bags,Tesco Supply Ltd,BATCH-7680,Outbound,944,135,17,15,134.04,198.53,A2,Noah Wilson,Delayed,7,Yes,Failed,5
TXN104485,11-03-2026,Glasgow Warehouse,Manchester,Electronics,Tablet,Northern Supply Chain,BATCH-2303,Inbound,935,614,35,16,552.04,705.64,B2,Jack Taylor,Delayed,7,No,Passed,22
TXN104486,25-10-2025,Bristol Supply Hub,Glasgow,Electronics,Laptop,Sainsbury Logistics,BATCH-3487,Inbound,638,159,25,6,250.82,409.17,A1,Oliver Smith,On Time,1,No,Passed,12
TXN104487,25-10-2025,Bristol Supply Hub,Manchester,Grocery,Coffee,Northern Supply Chain,BATCH-2323,Outbound,984,563,5,17,503.09,758.66,A1,George Brown,Slightly Delayed,6,Yes,Passed,5
TXN104488,08-01-2026,Liverpool Logistics,Bristol,Electronics,Tablet,London Trade Corp,BATCH-7772,Outbound,811,662,0,17,847.11,1338.17,C2,Amelia Clark,Slightly Delayed,4,No,Failed,11
TXN104489,30-11-2025,London Central Hub,Leeds,Pharma,Vitamin Tablets,Britannia Pharma,BATCH-7908,Outbound,82,57,20,17,995.32,1201.93,D1,Emily Harris,Delayed,8,Yes,Failed,3
TXN104490,01-04-2026,Manchester Storage,Bristol,Fashion,Jeans,London Trade Corp,BATCH-9574,Outbound,736,638,39,17,606.47,1006.93,A2,Jack Taylor,Slightly Delayed,6,No,Passed,3
TXN104491,26-11-2025,Glasgow Warehouse,London,Fashion,Handbag,UK Retail Goods,BATCH-1669,Inbound,912,408,1,11,221.7,374.65,B1,Jack Taylor,Slightly Delayed,4,No,Passed,22
TXN104492,11-02-2025,Leeds Fulfillment,Liverpool,Home Appliances,Mixer,Sainsbury Logistics,BATCH-4454,Inbound,58,58,4,10,1041.12,1331.9,D2,Jack Taylor,On Time,3,No,Failed,9
TXN104493,19-10-2025,London Central Hub,Birmingham,Pharma,Vitamin Tablets,London Trade Corp,BATCH-9076,Inbound,323,23,7,1,996.21,1763.02,C2,Emily Harris,Slightly Delayed,5,Yes,Passed,17
TXN104494,10-04-2026,Glasgow Warehouse,Manchester,Electronics,Smartphone,Northern Supply Chain,BATCH-6095,Outbound,962,423,26,14,357.31,597.76,C1,George Brown,Delayed,10,No,Passed,20
TXN104495,21-02-2026,Glasgow Warehouse,Newcastle,Electronics,Laptop,Tesco Supply Ltd,BATCH-7573,Outbound,766,544,39,14,888.47,1481.09,D1,Charlie Davies,Delayed,10,No,Failed,4
TXN104496,16-04-2025,London Central Hub,London,Pharma,Cough Syrup,Tesco Supply Ltd,BATCH-7079,Inbound,278,36,15,9,515.89,875.37,D1,Charlie Davies,Delayed,8,No,Passed,15
TXN104497,06-02-2025,Birmingham Distribution,Leeds,Grocery,Tea Bags,Britannia Pharma,BATCH-2793,Outbound,241,174,11,13,607.88,1029.75,B1,Charlie Davies,Delayed,7,Yes,Failed,20
TXN104498,12-09-2025,Newcastle Depot,Newcastle,Grocery,Tea Bags,UK Retail Goods,BATCH-7120,Outbound,68,30,35,13,724.92,1161.9,C1,Amelia Clark,Delayed,9,Yes,Passed,8
TXN104499,21-03-2025,Bristol Supply Hub,Bristol,Grocery,Cereal,London Trade Corp,BATCH-3523,Outbound,734,399,14,11,568.21,935.77,B2,Charlie Davies,Delayed,7,No,Failed,10
TXN104500,25-10-2025,Bristol Supply Hub,Bristol,Pharma,Vitamin Tablets,Northern Supply Chain,BATCH-9185,Inbound,592,541,2,1,1183.95,2041.82,C2,Amelia Clark,Delayed,7,Yes,Passed,0
TXN104501,14-07-2025,London Central Hub,London,Fashion,Sneakers,Tesco Supply Ltd,BATCH-3787,Outbound,637,161,21,14,1107.41,1573.8,B2,Harry Johnson,Delayed,7,Yes,Passed,14
TXN104502,29-08-2025,Birmingham Distribution,Glasgow,Grocery,Tea Bags,Sainsbury Logistics,BATCH-5035,Outbound,821,359,4,4,1162.87,1533.63,A1,George Brown,Slightly Delayed,6,Yes,Passed,3
TXN104503,15-01-2026,Leeds Fulfillment,Newcastle,Home Appliances,Mixer,Prime Wholesale UK,BATCH-5697,Inbound,460,166,13,13,751.53,1287.0,A1,Charlie Davies,Delayed,8,Yes,Passed,6
TXN104504,24-02-2025,Manchester Storage,Bristol,Electronics,Keyboard,Prime Wholesale UK,BATCH-8585,Inbound,827,198,30,7,455.99,742.82,A1,Amelia Clark,On Time,3,No,Passed,18
TXN104505,04-04-2026,Manchester Storage,Newcastle,Pharma,Bandages,London Trade Corp,BATCH-3874,Outbound,666,273,35,1,157.55,195.04,D1,Oliver Smith,On Time,3,Yes,Passed,0
TXN104506,12-12-2025,Bristol Supply Hub,Newcastle,Electronics,Smartphone,ASDA Distribution,BATCH-7362,Inbound,403,69,10,18,1019.72,1437.06,B2,Emily Harris,Delayed,10,Yes,Passed,3
TXN104507,08-03-2026,Leeds Fulfillment,Glasgow,Home Appliances,Mixer,ASDA Distribution,BATCH-3348,Outbound,149,25,28,6,1016.94,1366.19,A2,Oliver Smith,On Time,3,No,Passed,21
TXN104508,10-05-2026,Leeds Fulfillment,Manchester,Grocery,Cereal,London Trade Corp,BATCH-7337,Outbound,764,568,13,9,911.4,1434.86,D2,Oliver Smith,Delayed,8,No,Passed,17
TXN104509,11-04-2025,Bristol Supply Hub,Manchester,Pharma,Bandages,Prime Wholesale UK,BATCH-9381,Inbound,467,84,21,18,691.07,977.89,D2,Emily Harris,Slightly Delayed,4,Yes,Passed,1
TXN104510,12-11-2025,Newcastle Depot,Leeds,Grocery,Rice Pack,Prime Wholesale UK,BATCH-2276,Outbound,261,144,34,13,313.77,549.81,B2,Amelia Clark,Delayed,9,No,Passed,17
TXN104511,16-08-2025,Bristol Supply Hub,Glasgow,Fashion,Handbag,London Trade Corp,BATCH-2090,Inbound,472,406,15,17,197.62,271.38,A2,George Brown,Delayed,9,No,Passed,20
TXN104512,23-05-2025,Bristol Supply Hub,Manchester,Fashion,Jeans,Sainsbury Logistics,BATCH-2720,Outbound,131,62,8,17,108.03,164.78,A2,Amelia Clark,On Time,1,Yes,Passed,19
TXN104513,10-04-2025,Manchester Storage,Newcastle,Pharma,Cough Syrup,ASDA Distribution,BATCH-2953,Outbound,137,106,10,17,409.57,598.96,D2,George Brown,On Time,2,No,Passed,16
TXN104514,25-04-2026,Birmingham Distribution,Liverpool,Grocery,Coffee,ASDA Distribution,BATCH-4510,Outbound,290,47,40,13,566.99,741.46,D1,Emily Harris,Delayed,7,No,Passed,25
TXN104515,11-08-2025,Glasgow Warehouse,Birmingham,Grocery,Coffee,UK Retail Goods,BATCH-7015,Outbound,251,231,31,4,375.21,580.51,B2,Emily Harris,Slightly Delayed,4,Yes,Passed,0
TXN104516,30-09-2025,Leeds Fulfillment,Newcastle,Home Appliances,Air Fryer,ASDA Distribution,BATCH-7130,Inbound,245,71,21,13,1140.05,1877.9,C2,Noah Wilson,On Time,1,Yes,Passed,23
TXN104517,30-05-2025,Newcastle Depot,Leeds,Fashion,T-Shirt,UK Retail Goods,BATCH-8725,Outbound,839,153,7,16,562.57,767.64,A2,Noah Wilson,Slightly Delayed,4,No,Passed,7
TXN104518,09-09-2025,Liverpool Logistics,Newcastle,Electronics,Tablet,Tesco Supply Ltd,BATCH-2168,Inbound,243,194,16,13,761.28,926.85,C1,Emily Harris,Delayed,10,Yes,Failed,1
TXN104519,09-04-2026,Leeds Fulfillment,Leeds,Electronics,Laptop,London Trade Corp,BATCH-3832,Outbound,279,143,13,7,104.87,126.88,D1,Amelia Clark,Delayed,8,No,Passed,21
TXN104520,19-09-2025,Liverpool Logistics,Manchester,Grocery,Coffee,UK Retail Goods,BATCH-1607,Outbound,203,150,11,6,588.57,813.18,D1,Emily Harris,Delayed,8,Yes,Passed,4
TXN104521,13-04-2025,Bristol Supply Hub,Leeds,Grocery,Tea Bags,London Trade Corp,BATCH-6101,Inbound,594,439,35,18,304.36,541.55,D2,Noah Wilson,Slightly Delayed,4,No,Passed,8
TXN104522,14-01-2025,Birmingham Distribution,Bristol,Home Appliances,Mixer,Sainsbury Logistics,BATCH-3085,Outbound,474,223,6,8,678.09,1174.59,C2,Oliver Smith,On Time,2,No,Passed,15
TXN104523,17-03-2025,Glasgow Warehouse,Birmingham,Grocery,Rice Pack,ASDA Distribution,BATCH-3331,Outbound,960,370,22,12,288.26,489.05,A1,George Brown,Slightly Delayed,6,Yes,Passed,16
TXN104524,27-08-2025,Liverpool Logistics,Liverpool,Electronics,Smartphone,ASDA Distribution,BATCH-3525,Outbound,72,70,16,19,1029.06,1165.94,D1,Oliver Smith,Delayed,9,No,Passed,7
TXN104525,02-04-2026,Manchester Storage,Newcastle,Pharma,Vitamin Tablets,Sainsbury Logistics,BATCH-8728,Outbound,475,194,36,9,450.56,716.75,B2,Emily Harris,Slightly Delayed,6,No,Passed,23
TXN104526,26-07-2025,London Central Hub,Manchester,Pharma,Bandages,ASDA Distribution,BATCH-1274,Inbound,267,235,27,8,149.19,226.87,B1,Oliver Smith,Delayed,9,Yes,Passed,5
TXN104527,07-11-2025,Birmingham Distribution,London,Electronics,Laptop,London Trade Corp,BATCH-2559,Inbound,505,310,26,20,1098.11,1921.12,B2,George Brown,Delayed,7,Yes,Passed,3
TXN104528,04-02-2026,Manchester Storage,Liverpool,Grocery,Coffee,London Trade Corp,BATCH-3176,Inbound,186,163,22,11,221.11,380.27,B2,George Brown,On Time,3,No,Passed,10
TXN104529,23-03-2025,Glasgow Warehouse,Bristol,Fashion,Handbag,Tesco Supply Ltd,BATCH-1935,Inbound,883,450,30,19,467.89,580.38,A1,Oliver Smith,On Time,1,No,Failed,21
TXN104530,29-01-2025,Glasgow Warehouse,Birmingham,Fashion,Handbag,UK Retail Goods,BATCH-4300,Outbound,257,111,9,9,1041.7,1214.99,D2,Oliver Smith,Slightly Delayed,6,Yes,Passed,18
TXN104531,26-07-2025,Glasgow Warehouse,Manchester,Electronics,Monitor,London Trade Corp,BATCH-3187,Outbound,377,44,36,4,720.63,1236.29,A1,Harry Johnson,On Time,1,Yes,Passed,22
TXN104532,25-04-2026,Birmingham Distribution,Leeds,Fashion,Sneakers,London Trade Corp,BATCH-5922,Outbound,51,27,9,19,1112.26,1554.14,D1,Emily Harris,Delayed,8,Yes,Passed,18
TXN104533,10-01-2026,Birmingham Distribution,Glasgow,Grocery,Cooking Oil,Tesco Supply Ltd,BATCH-9182,Outbound,895,326,29,17,924.21,1114.32,A2,George Brown,On Time,2,Yes,Passed,15
TXN104534,26-01-2026,Manchester Storage,Birmingham,Electronics,Monitor,UK Retail Goods,BATCH-8570,Inbound,730,403,14,20,464.25,639.39,A2,Jack Taylor,On Time,3,Yes,Passed,4
TXN104535,04-03-2025,Leeds Fulfillment,London,Grocery,Cereal,Britannia Pharma,BATCH-5036,Outbound,575,221,21,16,560.02,794.23,B1,Noah Wilson,Slightly Delayed,5,Yes,Passed,11
TXN104536,26-03-2025,Birmingham Distribution,Liverpool,Electronics,Laptop,Britannia Pharma,BATCH-5638,Outbound,410,297,10,15,894.04,1081.67,B2,Noah Wilson,Slightly Delayed,6,Yes,Passed,2
TXN104537,22-03-2026,Liverpool Logistics,Bristol,Electronics,Laptop,UK Retail Goods,BATCH-2394,Inbound,681,279,30,1,85.68,145.21,A2,Oliver Smith,Delayed,8,No,Passed,20
TXN104538,22-04-2025,London Central Hub,Manchester,Fashion,Jeans,Northern Supply Chain,BATCH-9156,Outbound,290,271,32,11,418.14,594.98,B2,Oliver Smith,On Time,3,Yes,Passed,3
TXN104539,28-10-2025,Leeds Fulfillment,Liverpool,Grocery,Rice Pack,Sainsbury Logistics,BATCH-9521,Outbound,902,466,25,7,208.4,293.04,C1,Amelia Clark,Slightly Delayed,4,No,Passed,3
TXN104540,02-02-2026,Birmingham Distribution,Birmingham,Grocery,Tea Bags,UK Retail Goods,BATCH-4605,Inbound,481,147,1,10,710.13,1032.58,D2,Emily Harris,Slightly Delayed,4,No,Passed,7
TXN104541,09-10-2025,Glasgow Warehouse,Glasgow,Fashion,Sneakers,Prime Wholesale UK,BATCH-6235,Outbound,818,624,15,6,383.19,635.32,A1,Amelia Clark,Delayed,7,No,Passed,16
TXN104542,30-03-2026,Newcastle Depot,Glasgow,Fashion,T-Shirt,Northern Supply Chain,BATCH-7868,Inbound,825,74,38,12,783.5,1165.96,D1,George Brown,Slightly Delayed,6,Yes,Passed,6
TXN104543,02-10-2025,Leeds Fulfillment,Glasgow,Home Appliances,Microwave,Northern Supply Chain,BATCH-7855,Inbound,127,118,2,2,1196.19,1794.01,B2,Charlie Davies,Slightly Delayed,6,No,Passed,22
TXN104544,04-05-2026,Newcastle Depot,Leeds,Grocery,Cooking Oil,Northern Supply Chain,BATCH-4164,Inbound,745,583,1,4,410.37,544.23,C2,Harry Johnson,Delayed,8,No,Passed,21
TXN104545,02-05-2026,Manchester Storage,London,Fashion,T-Shirt,Britannia Pharma,BATCH-4010,Outbound,366,252,3,20,184.43,229.19,C1,Amelia Clark,Slightly Delayed,6,Yes,Failed,23
TXN104546,14-11-2025,Liverpool Logistics,Bristol,Pharma,Paracetamol,Tesco Supply Ltd,BATCH-5351,Inbound,486,466,31,8,693.72,896.85,A2,George Brown,Delayed,10,Yes,Passed,3
TXN104547,13-08-2025,Bristol Supply Hub,Liverpool,Home Appliances,Mixer,Britannia Pharma,BATCH-5600,Inbound,355,285,23,1,1169.82,1372.55,D1,Oliver Smith,Delayed,9,Yes,Passed,9
TXN104548,30-09-2025,London Central Hub,Manchester,Fashion,Handbag,Prime Wholesale UK,BATCH-3869,Inbound,863,843,8,20,173.67,265.61,B2,Oliver Smith,Delayed,8,No,Passed,25
TXN104549,14-04-2026,Liverpool Logistics,Newcastle,Pharma,Vitamin Tablets,ASDA Distribution,BATCH-9771,Inbound,215,142,31,14,571.11,770.82,D1,George Brown,On Time,1,No,Failed,22
TXN104550,17-05-2025,Newcastle Depot,Glasgow,Fashion,T-Shirt,Prime Wholesale UK,BATCH-5120,Outbound,467,369,20,18,14.31,24.46,C2,Harry Johnson,Slightly Delayed,4,Yes,Passed,3
TXN104551,20-04-2025,Manchester Storage,Newcastle,Pharma,Cough Syrup,ASDA Distribution,BATCH-5504,Inbound,398,204,22,8,404.54,683.43,A2,Amelia Clark,On Time,3,No,Passed,6
TXN104552,30-01-2026,Birmingham Distribution,London,Pharma,Bandages,Sainsbury Logistics,BATCH-5219,Outbound,126,72,4,15,22.75,27.33,C2,Jack Taylor,Delayed,8,No,Passed,18
TXN104553,11-05-2025,Newcastle Depot,Glasgow,Fashion,Jeans,Prime Wholesale UK,BATCH-3628,Inbound,491,64,16,4,326.15,477.52,A1,Amelia Clark,Delayed,10,Yes,Passed,21
TXN104554,17-02-2025,Liverpool Logistics,Newcastle,Grocery,Tea Bags,Sainsbury Logistics,BATCH-5082,Outbound,980,621,18,8,1185.4,1592.93,B1,Noah Wilson,Slightly Delayed,6,Yes,Passed,6
TXN104555,04-09-2025,Birmingham Distribution,Newcastle,Home Appliances,Vacuum Cleaner,Britannia Pharma,BATCH-3512,Outbound,391,229,21,17,306.94,419.42,C1,Noah Wilson,Slightly Delayed,4,No,Passed,7
TXN104556,26-03-2026,Leeds Fulfillment,Leeds,Pharma,Paracetamol,Prime Wholesale UK,BATCH-7979,Outbound,932,564,4,11,1189.56,1730.44,B1,Emily Harris,On Time,1,Yes,Passed,17
TXN104557,17-03-2025,Bristol Supply Hub,Liverpool,Fashion,Jeans,UK Retail Goods,BATCH-9084,Outbound,318,301,34,13,232.74,364.74,B2,Amelia Clark,Delayed,10,Yes,Passed,8
TXN104558,20-09-2025,Birmingham Distribution,Leeds,Grocery,Cooking Oil,Tesco Supply Ltd,BATCH-2454,Outbound,893,421,38,19,448.23,640.26,A2,George Brown,Delayed,7,Yes,Passed,18
TXN104559,08-11-2025,Manchester Storage,Birmingham,Pharma,Cough Syrup,Northern Supply Chain,BATCH-6056,Inbound,514,30,15,8,756.83,1355.94,B1,Harry Johnson,Delayed,10,No,Passed,8
TXN104560,14-01-2026,Birmingham Distribution,Manchester,Pharma,Cough Syrup,Northern Supply Chain,BATCH-2098,Outbound,416,332,32,12,582.0,986.57,B1,Oliver Smith,On Time,3,Yes,Passed,2
TXN104561,07-05-2026,Leeds Fulfillment,Leeds,Electronics,Tablet,Northern Supply Chain,BATCH-9050,Outbound,663,209,29,3,648.32,773.64,A1,Emily Harris,Delayed,10,No,Passed,0
TXN104562,09-02-2025,Liverpool Logistics,Bristol,Pharma,Bandages,Britannia Pharma,BATCH-6583,Inbound,896,93,8,4,306.62,360.61,D1,Emily Harris,On Time,2,No,Passed,2
TXN104563,13-07-2025,Manchester Storage,Manchester,Pharma,Bandages,Tesco Supply Ltd,BATCH-9913,Inbound,833,730,7,3,548.23,780.39,D2,Noah Wilson,Delayed,10,No,Passed,4
TXN104564,29-01-2026,Leeds Fulfillment,Newcastle,Fashion,Jeans,Britannia Pharma,BATCH-5507,Inbound,808,439,30,9,119.57,135.35,C1,Noah Wilson,Slightly Delayed,5,Yes,Passed,14
TXN104565,01-02-2026,Manchester Storage,London,Grocery,Cereal,Northern Supply Chain,BATCH-2717,Inbound,52,20,31,3,1116.23,1391.56,C2,Charlie Davies,Slightly Delayed,6,No,Passed,19
TXN104566,28-12-2025,Birmingham Distribution,Liverpool,Fashion,Handbag,London Trade Corp,BATCH-6489,Outbound,772,286,17,14,1121.85,1236.43,A2,Oliver Smith,Delayed,10,No,Passed,5
TXN104567,05-04-2025,Birmingham Distribution,Manchester,Pharma,Cough Syrup,Britannia Pharma,BATCH-8466,Outbound,720,400,29,0,204.42,321.92,B1,George Brown,Delayed,10,Yes,Passed,22
TXN104568,28-05-2025,Manchester Storage,Newcastle,Pharma,Vitamin Tablets,London Trade Corp,BATCH-3914,Outbound,620,35,12,3,776.54,877.96,C2,Noah Wilson,Delayed,9,No,Passed,20
TXN104569,16-07-2025,Birmingham Distribution,Newcastle,Home Appliances,Microwave,ASDA Distribution,BATCH-9455,Outbound,623,576,8,17,146.94,218.87,A1,Harry Johnson,Delayed,7,No,Passed,13
TXN104570,30-10-2025,Liverpool Logistics,Liverpool,Grocery,Coffee,Sainsbury Logistics,BATCH-9954,Inbound,822,793,34,1,659.55,732.36,A2,Harry Johnson,Delayed,8,No,Passed,5
TXN104571,05-01-2026,Bristol Supply Hub,Glasgow,Pharma,Vitamin Tablets,Tesco Supply Ltd,BATCH-4337,Inbound,594,42,6,2,858.4,974.65,D1,Amelia Clark,Slightly Delayed,4,No,Passed,20
TXN104572,13-04-2025,Manchester Storage,Leeds,Pharma,Cough Syrup,Tesco Supply Ltd,BATCH-1228,Outbound,868,528,21,3,667.29,854.95,D1,Amelia Clark,On Time,3,Yes,Passed,24
TXN104573,17-04-2025,Newcastle Depot,Leeds,Grocery,Cooking Oil,London Trade Corp,BATCH-1950,Outbound,425,298,7,13,10.68,18.71,C1,Charlie Davies,On Time,3,Yes,Failed,22
TXN104574,14-03-2025,Glasgow Warehouse,Birmingham,Grocery,Cooking Oil,Prime Wholesale UK,BATCH-8695,Outbound,309,302,24,14,1103.81,1716.57,A2,Noah Wilson,On Time,3,Yes,Passed,20
TXN104575,17-10-2025,Leeds Fulfillment,London,Home Appliances,Vacuum Cleaner,Sainsbury Logistics,BATCH-3448,Outbound,740,516,14,4,1187.2,1775.65,A1,Harry Johnson,On Time,3,No,Passed,25
TXN104576,22-04-2026,Glasgow Warehouse,Leeds,Fashion,Jeans,Tesco Supply Ltd,BATCH-8911,Inbound,1000,349,21,0,1060.52,1649.37,B2,Emily Harris,Delayed,7,Yes,Failed,10
TXN104577,13-06-2025,Bristol Supply Hub,Birmingham,Fashion,Jacket,London Trade Corp,BATCH-8549,Inbound,173,79,10,14,782.96,1231.73,B1,Harry Johnson,Slightly Delayed,4,No,Failed,16
TXN104578,12-04-2025,Glasgow Warehouse,Newcastle,Pharma,Cough Syrup,UK Retail Goods,BATCH-8671,Inbound,407,220,20,10,191.23,313.71,C1,Oliver Smith,Slightly Delayed,4,Yes,Passed,23
TXN104579,30-01-2025,Leeds Fulfillment,Bristol,Electronics,Monitor,Tesco Supply Ltd,BATCH-9663,Inbound,164,65,30,15,598.08,706.14,B1,Harry Johnson,On Time,2,Yes,Passed,14
TXN104580,09-11-2025,Birmingham Distribution,Newcastle,Grocery,Tea Bags,Northern Supply Chain,BATCH-9095,Inbound,411,358,29,10,946.3,1598.6,B2,Oliver Smith,On Time,3,Yes,Passed,5
TXN104581,16-12-2025,Manchester Storage,Bristol,Home Appliances,Vacuum Cleaner,Tesco Supply Ltd,BATCH-9453,Outbound,888,20,35,9,1126.18,1871.99,B1,Harry Johnson,On Time,2,No,Failed,9
TXN104582,20-12-2025,Glasgow Warehouse,Birmingham,Home Appliances,Microwave,Britannia Pharma,BATCH-5988,Outbound,835,200,1,4,536.88,787.05,B2,Harry Johnson,Delayed,9,No,Passed,5
TXN104583,29-07-2025,Manchester Storage,Birmingham,Fashion,Handbag,Tesco Supply Ltd,BATCH-2241,Inbound,185,40,22,20,830.82,1416.1,C1,Jack Taylor,Slightly Delayed,6,No,Passed,3
TXN104584,14-03-2026,Manchester Storage,London,Fashion,Jacket,Prime Wholesale UK,BATCH-9935,Inbound,997,687,22,9,365.93,631.8,A2,Charlie Davies,Slightly Delayed,4,Yes,Passed,7
TXN104585,10-03-2026,Manchester Storage,Liverpool,Pharma,Vitamin Tablets,Sainsbury Logistics,BATCH-1236,Outbound,751,681,31,4,497.61,756.55,C2,Noah Wilson,On Time,2,No,Passed,8
TXN104586,24-11-2025,Liverpool Logistics,Liverpool,Home Appliances,Microwave,Northern Supply Chain,BATCH-4364,Inbound,577,70,16,16,218.89,337.13,A2,Jack Taylor,Delayed,7,No,Passed,5
